INPUT:image
https://sandbox.toloka.yandex.com/api/proxy/barcodes-detect-sbx-fatuus-pub/001.png
https://sandbox.toloka.yandex.com/api/proxy/barcodes-detect-sbx-fatuus-pub/002.png
https://sandbox.toloka.yandex.com/api/proxy/barcodes-detect-sbx-fatuus-pub/003.png
